α_1,Α
η_7,ἡβάσκει
η_8,ἥβη
η_9,ἡβηδόν
η_10,ἡβήσαντες
η_11,ᾗ βούλονται
η_12,ἡβρυνόμην
η_13,ἡβυλλιᾶν
η_14,ἤγαλλεν
η_15,ἠγάμην
η_16,ἦ γάρ
η_17,ἠγάσαντο
η_18,ἠγάσθην
η_19,ἠγγύα
η_20,ἤγειρα
η_21,ἡγεῖσθέ μοι
η_22,ἡγεμονεύω
η_23,ἡγεμονία δικαστηρίου
η_24,ἡγεμὼν συμμορίας
η_25,ἡγουμένου
η_26,ἠγρηγόρεινἐγρηγόρειν
η_27,ἡγεμονία δικαστηρίου
η_28,ἡγεμονικόν
η_29,Ἡγήμων
η_30,ἦγεν ἐν τιμῇ
η_31,ἡγέτης
η_32,ἥγημα
η_33,ἥγημαι
η_34,ἠγμένος
η_35,Ἡγήσιππος
η_36,ἡγήσοιτο
η_37,ἡγητηρία
η_38,ἡγήτορες
η_39,ἠγλαϊσμένη
η_40,ἥδε
η_41,ἠδαξήσατο
η_42,ἢ δεῖ χελώνης κρέα φαγεῖν ἢ μὴ φαγεῖν
η_43,ἡ δὲ αἲξ τὴν μάχαιραν
η_44,ἥδει
η_45,ἤδη
η_46,ᾔδη
η_47,ἤδη
η_48,ἥδιστα
η_49,ἡδίων
η_50,ἡδόμενος
η_51,ἦ δ’ ὅς
η_52,ἦ δ’ ὅς
η_53,ἧδος
η_54,ἥδρασεν
η_55,ἡδυεπής
η_56,Ἡδύλειον
η_57,ἡδυλισμός καὶ ἡδυλίζειν
η_58,ἡδυπαθής
η_59,ἡδύς
η_60,ἡδύσματα
η_61,ἡδυντῆρες
η_62,ἡδύνθαι
η_63,ἡδύχρους
η_64,ἠέ
η_65,ᾔει
η_66,ᾔεσαν
η_67,ἢ ἐν ὁδῷ καθελών
η_68,Ἠετιώνεια
η_69,†ἠεμεν†
η_70,ἠεροφοῖτις
η_71,ἠθάδων
η_72,ᾗ θέμις
η_73,ἠθεῖος
η_74,ᾔθεος
η_75,ἤθη
η_76,ἠθημένος
η_77,†ἠθμωδεῖν†
η_78,†ἤθνευμαι†
η_79,ἤθεσι
η_80,ἠθολόγος
η_81,ἤϊα
η_82,ἠΐθεος
η_83,ἤϊα
η_84,ἤικειν
η_85,ἦισμεν
η_86,ἠϊόεντι
η_87,ἠϊόνα
η_88,ἥκειν
η_89,ᾔκειν
η_90,ἠκαιρεῖσθε
η_91,ἧκεν
η_92,ἠκέσατο
η_93,ἠκιδωμένος
η_94,ᾐκισμένους
η_95,ἥκιστα
η_96,ἠκονήσατο
η_97,ἤ{ϊ}ς
η_98,ἦισαν
η_99,ἡκόντων
η_100,ἠκρωτηριασμένος
η_101,ἦκται
η_102,ἧκον δέ
η_103,ἥκω
η_104,ἡ κύων ἐπὶ τῆς φάτνης
η_105,ἠλακάται
η_106,ἠλακάτη
η_107,ἤλασεν
η_108,ἠλαστρημένον
η_109,†ἠλέατο†
η_110,ἠλέκτραι
η_111,ἤλεκτρον
η_112,ἠλέκτρων
η_113,ἠλέκτωρ
η_114,{ἠλιόμην
η_115,ἤλεγχον
η_116,ἤλεις
η_117,ἡλιαία
η_118,ἡλιαία καὶ ἡλιάζεσθαι
η_119,ἠλίβατον
η_120,ἠλίβατος
η_121,ἠλίθιος
η_122,ἡλίκον
η_123,ἡλικία τῆς πόλεως
η_124,ἠλινδημένον
η_125,†Ἥλιος†
η_126,ἠλισγημένος
η_127,ἡλίσκον
η_128,ἡλίσκοντο
η_129,ἡλίσμην
η_130,ἠλιτόμηνον
η_131,ἡλιωμένος
η_132,ἠλύγη
η_133,ἡ Λύκου δεκάς
η_134,Ἠλύσιον
η_135,ἤλυσις
η_136,ἥλῳ τὸν ἧλον ἐκκρούεις
η_137,ἥλω
η_138,ἥλωσαν
η_139,ἠμαθόεντος
η_140,ἦμαρ
η_141,ἤματα
η_142,ἠμάλαπτεν
η_143,ἡμέδιμνον
η_144,ἡμεδαπῶν
η_145,ἠμείβετο
η_146,ἠμείφθη
η_147,ἤμειψα
η_148,ἡμένη πελειάς
η_149,ᾗ μὲν κλέος, ᾗ δὲ καὶ ἦσθα
η_150,ἡμερίδα
η_151,ἡμεροδρόμος
η_152,ἡμεροκαλλές
η_153,ἡμερόλεγδον
η_154,†ἡμερῶα†
η_155,ἡμερωρεῖν
η_156,ἦ μήν
η_157,ἡμιδιπλοίδιον
η_158,ἡμιδαής
η_159,ἡμιδαπής
η_160,ἡμίεκτον
η_161,ἡμιθνῆτα
η_162,ἡμίεκτον καὶ ἡμιμέδιμνον
η_163,ἡμιλλᾶτο
η_164,ἢ Μιμαλλόνες
η_165,ἡμιμέδιμνον
η_166,ἡμῖν
η_167,ἡμιολία
η_168,ἡμιολία
η_169,ἡμιολίας
η_170,ἡμιολιασμός
η_171,ἡμίοποι
η_172,ἡμιπέλεκα
η_173,ἡμιτύβιον
η_174,ἡμιφόριον
η_175,ἡμμένοι
η_176,ἠμοιρηκώς
η_177,ἠμπέσχετο
η_178,ἤμορος
η_179,ἠμόριξεν
η_180,ἤμων
η_181,ἠμύναθον
η_182,ἠμπείχετο
η_183,ἠμπλάκομεν
η_184,ἠμφιέσθαι
η_185,ἦν
η_186,ἦν
η_187,ἦν
η_188,ἦν
η_189,ἥν
η_190,ἥν
η_191,ἥνδανεν
η_192,ἠνδρώθησαν
η_193,ἤναυε πῦρ
η_194,ἥνας
η_195,ἦν δ’ ἐγώ
η_196,ἠνδρωμένη
η_197,ἠνεμόεσσαν
η_198,ἤνεγκα καὶ ἤνεγκον
η_199,ἠνέγκατο
η_200,ἠνείχετο καὶ ἠνώχλει καὶ ἠκηκόει καὶ ἠντ†ι†βόλει
η_201,ἡνίκα
η_202,ἡνίαι
η_203,ἡνίοχοι
η_204,ἡνιόχους
η_205,ἤνυστρον
η_206,ἤνυστρον
η_207,ᾐόνησας
η_208,ἠοῦς
η_209,ἠπάτησεν
η_210,ἠπητὴν
η_211,ἤπειρον
η_212,ἤπειρος
η_213,ἠπίαλος
η_214,ἠπιάλης
η_215,ἠπιόδωρος
η_216,ἤπιος
η_217,ἡ Περγαία Ἄρτεμις
η_218,ἤ ποθεν
η_219,ἦπου
η_220,ἦπου
η_221,ἦπού γε
η_222,Ἡράκλεις
η_223,Ἡράκλεια
η_224,Ἡρακλείαν λίθον
η_225,Ἡράκλεια λουτρά
η_226,Ἡρακλεώτης λίθος
η_227,Ἡρακλείδην
η_228,ἤραρεν
η_229,ἠρασάμην
η_230,Ἥρας δεσμοὺς ὑπὸ υἱέος
η_231,Ἡραῖον τεῖχος
η_232,ἠρᾶτο
η_233,ἠρδαλωμένος
η_234,ἦρδεν
η_235,ἠρέμα
η_236,ἤρετο
η_237,ἤρεφεν
η_238,ἤρειδε
η_239,ἠρία
η_240,ᾑρηκότες
η_241,ᾑρημένον
η_242,ἠρήρειστο
η_243,ἤρθη
η_244,ἦρι
η_245,ἠριγένειαν
η_246,Ἠριδανός
η_247,ἠρικνωμένον
η_248,ἠρινοτόκου
η_249,ἤριπεν
η_250,ἠριστάναι
η_251,ἤρκεσεν
η_252,ἡρματισμένον
η_253,ἡρμόττετο
η_254,Ἠροάνθια
η_255,ἠροῦτο
η_256,ἤρρησεν
η_257,ἤρτηται
η_258,ἤρτα
η_259,ἠρτικροτοῦντο
η_260,ἠρτίαζον
η_261,ἠρτυκώς
η_262,ἠρτύνετο
η_263,ΗΡΥΓΕΝ
η_264,ἠρύγγη
η_265,ἥρως ἰατρός
η_266,ἥρως ποικίλος
η_267,ἥρως
η_268,ἡρῷσσαι
η_269,ἡρωΐναι
η_270,ἦσάν ποτ’ ἦσαν ἄλκιμοι Μιλήσιοι
η_271,ἧσας
η_272,ἧσας
η_273,ἦσθα
η_274,ἥσθην
η_275,ἥσσητο
η_276,ἧσσον ἑτοίμως κατέχειν
η_277,ἥσεις
η_278,ἠσὶ δέ
η_279,ἠσκάριζεν
η_280,ἦσμεν
η_281,†ἤστην†
η_282,†ἠσυνθέτηκας†
η_283,ἠσχάτισεν
η_284,ἢ τὰν ἐπὶ τάν
η_285,ἡττήσομαι
η_286,ἧττον
η_287,ἡταίρηκεν
η_288,ᾐτημένην
η_289,ἠτίμησεν
η_290,ἦτορ
η_291,ἠτριαῖον ἢ ἤτριον
η_292,ἤτριον
η_293,ἢ τρὶς ἓξ ἢ τρεῖς κύβοι
η_294,ἦτρον
η_295,ηὔδα
η_296,ἠσχάτισεν
η_297,ηὐλήσαντο
η_298,ηὔχει
η_299,ἡ Φαν†οῦ† θύρα
η_300,ἡ φάρυξ
η_301,Ἥφαιστος
η_302,Ἡφαιστία
η_303,ἠφειδηκότες
η_304,ἠφείθη
η_305,ἠχαρίστηκα
η_306,ἠχήν
η_307,ἦχθαι
η_308,ἠχθημένην
η_309,ἤχλυσε
η_310,ἠχὼ πετραία
η_311,ἡψιμάχουν
η_312,Ἠών
η_313,ἠώς
η_314,ἠώς
θ_1,θαλάμαι
θ_2,θαιρούς
θ_3,θᾶκοι
θ_4,θαλαμηπόλος
θ_5,θάλαμος
θ_6,†θαλαμίδιοι† κῶπαι
θ_7,θαλαττοκοπεῖς
θ_8,θαλλός
θ_9,θαλλοφόροι
θ_10,θάλασσα κοίλη
θ_11,θάλεια
θ_12,θαλεροί
θ_13,θαλίαις
θ_14,θαλλός
θ_15,θαμά
θ_16,θαμάκις
θ_17,θαμίζεις
θ_18,θαμινάθαμινῶς
θ_19,θάμνος
θ_20,θανατήσιον
θ_21,θανατῶν
θ_22,Θαργήλια
θ_23,Θαργήλεια
θ_24,Θαργήλια
θ_25,Θαργηλιών
θ_26,θάρνυται
θ_27,θάρνυσθαι
θ_28,θαρραλέον
θ_29,θάρσυνος
θ_30,Θασίαν
θ_31,Θάσιος παῖς Ἀγλαοφῶντος
θ_32,θάτερα καὶ θάτερον
θ_33,θάτερον
θ_34,θᾶττον
θ_35,θᾶττον ἢ Βούτης
θ_36,θᾶττον ἢ βάδην
θ_37,θαύματα
θ_38,θαυματίζομαι
θ_39,θαυμαστὴν ὅσην
θ_40,θαυμαστικά
θ_41,θαυμάζω
θ_42,θαυμαστότερον
θ_43,θάψινον χρῶμα
θ_44,θάψος
θ_45,θέαν
θ_46,θεατήρ
θ_47,θέαν παρ’ αἴγειρον
θ_48,θε†α†ιδέστατον
θ_49,†θεατροκορασια
θ_50,θεάμονας
θ_51,θεηγόροι
θ_52,θεήλατος
θ_53,θεηπολεῖν
θ_54,θέειν καὶ θεῖν
θ_55,θεῖα
θ_56,θειαζόντων
θ_57,θειάσαντες
θ_58,θιάσῳ †μαιοληι†
θ_59,θιασῶται
θ_60,θιασώτης
θ_61,θεῖεν
θ_62,θεῖναι
θ_63,θεῖον
θ_64,θέλγει
θ_65,θέλγητρον
θ_66,θέλειν
θ_67,θελημός
θ_68,θελητή
θ_69,θελκτώ
θ_70,θέμεθλα
θ_71,θέμενος τὰ ὅπλα
θ_72,θέμιν
θ_73,θέμις
θ_74,θεμισσέτω
θ_75,θεμιστεύειν
θ_76,Θεμίσων
θ_77,θεμιτῶς
θ_78,θεμιστός
θ_79,θέμιστα
θ_80,θεμιστεύσαντος
θ_81,θέναρ
θ_82,θεογενεσίαν
θ_83,θεόδμητος
θ_84,θεοδρομῶν
θ_85,θεοειδής
θ_86,θεοείκελος
θ_87,θεόθυτα
θ_88,Θεογείτων
θ_89,Θέογνις
θ_90,Θεοίνιον
θ_91,Θεοίνιον
θ_92,θεοὶ Μολοττικοί
θ_93,θεοκλυτήσαντες
θ_94,θεοκλυτοῦμαι
θ_95,θειοτελὴς φύσις
θ_96,Θεοκρίνης
θ_97,θεόκλυτος
θ_98,θεόληπτος
θ_99,θεόμητι
θ_100,θεομάντεις
θ_101,θεοπροπία
θ_102,θεοπολεῖν
θ_103,θεοπρόπος
θ_104,θεορημοσύνην
θ_105,θεόρρυτον
θ_106,θεοσέπτωρ
θ_107,θεοστυγής
θ_108,θεὸς ἡ Ἀναίδεια
θ_109,Θεσσαλὸν σόφισμα
θ_110,θεοφορία
θ_111,θεραπίς
θ_112,Θεράπναι
θ_113,θεράποντες
θ_114,θέρεται
θ_115,†θέριστον†θερίστριον
θ_116,θερίζειν
θ_117,θεριῶ
θ_118,θέρμα
θ_119,Θέρμαν
θ_120,θερμαυστρίς
θ_121,Θερμοπύλαι
θ_122,θερμός
θ_123,θέρος
θ_124,θέσθαι
θ_125,θέσις
θ_126,θέσμιον
θ_127,Θέρσανδρος
θ_128,θέσθαι
θ_129,θεσμοθέτης
θ_130,θεσμοθέται
θ_131,θεσμοθέται
θ_132,θεσμός
θ_133,Θεσμοφόρια
θ_134,Θεσμοφορίων ἡμέραι
θ_135,θεσμοφόρος
θ_136,θεσπέσιος
θ_137,θεσπίζει
θ_138,θεσπίσματα
θ_139,Θεσσαλὸν νόμισμα
θ_140,θέτης
θ_141,Θετταλικὰ πτερά
θ_142,Θετταλικοὶ δίφροι
θ_143,Θετταλικὴ ἔνθεσις
θ_144,Θετταλίς
θ_145,θετόν
θ_146,Θετταλός
θ_147,Θετταλῶν σόφισμα
θ_148,Θευδο{υ}σία
θ_149,θεωρικὸν καὶ θεωρική
θ_150,θεωρικά
θ_151,θεωρικά
θ_152,Θεωρίς
θ_153,θεωροί
θ_154,θεῶν ἀγορά
θ_155,θήγοντες
θ_156,θηλάζειν
θ_157,θηλάστριαν
θ_158,θηλή
θ_159,θηλυδρίας
θ_160,θηλύνοι
θ_161,Θημακεύς
θ_162,Θημαχός
θ_163,θημῶνες
θ_164,†θηραστεύεσθαι†
θ_165,Θηραμένης
θ_166,θηράτορας
θ_167,Θηραῖον
θ_168,Θηρικλέους τέκνον
θ_169,Θηρίκλειον
θ_170,θηρῶντες
θ_171,θῆσ<σ>αν
θ_172,θῆσ<σ>α
θ_173,Θησεῖον
θ_174,Θησεῖον
θ_175,θήσομαι
θ_176,θητεία
θ_177,θῆτες
θ_178,†θητεὺς† καὶ θητικόν
θ_179,θητεύειν
θ_180,θίασος
θ_181,†θίβη†
θ_182,Θιβρώνειον νόμισμα
θ_183,θιγεῖν
θ_184,θιγγάνει
θ_185,Θίμβρων
θ_186,θῖνα
θ_187,θλαδίας
θ_188,θλίβει
θ_189,θοάς
θ_190,†θοηρός†
θ_191,θοἰμάτιον
θ_192,θοινᾶται
θ_193,θοίνη
θ_194,θόλος
θ_195,θόλος
θ_196,θολερὸς προσβαίνεις
θ_197,Θοραί
θ_198,Θορικός
θ_199,θοῦ
θ_200,θορός
θ_201,θορών
θ_202,θοῦρον
θ_203,Θουριομάντεις
θ_204,Θρᾷκες ὅρκια οὐκ ἐπίστανται
θ_205,θρᾶνος
θ_206,θρανίου
θ_207,θράττειν
θ_208,θρανεύομαι
θ_209,θρανίτιδες
θ_210,θραύεται
θ_211,†θραύματα†
θ_212,θραῦσις
θ_213,Θρ{ε}ῖα
θ_214,θρεκτός
θ_215,θρέμματα
θ_216,θρέπτα
θ_217,θρέψας
θ_218,θρησκεύει
θ_219,θρῆσκος
θ_220,θρῖα
θ_221,θριαί
θ_222,θριαμβεύσας
θ_223,θριάμβους
θ_224,θρίαμβος
θ_225,Θριάσιαι
θ_226,Θριάσιον πεδίον
θ_227,θριγκός
θ_228,θριδακίνας
θ_229,θρίναξ
θ_230,†θριπηδέστατα†
θ_231,θριπήδεστον
θ_232,Θρόνιον
θ_233,θροῦς
θ_234,θρυαλλίς
θ_235,θρυαλλίς
θ_236,θρυλεῖ
θ_237,θρῦλος
θ_238,θρυμματίς
θ_239,θρύπτεται
θ_240,θρῴσκει
θ_241,θρωσμός
θ_242,θυγατριδῆ
θ_243,θυγατρίζουσα
θ_244,θύειν
θ_245,θύελλα
θ_246,θυηλαί
θ_247,θυηπόλος
θ_248,θυηπολοῦσι
θ_249,θυηπολοῦσι
θ_250,θυηχόοι
θ_251,†Θυηκετάδαι†
θ_252,θύλακος
θ_253,θυλακοφόροι
θ_254,θυλή{γ}ματα
θ_255,θυμαλγέα
θ_256,Θυμάλωψ
θ_257,θύματα
θ_258,θυμβροφάγον
θ_259,θυμελῶν
θ_260,θυμηδία
θ_261,θυμηρέστερον
θ_262,θυμῆρες
θ_263,θυμικόν
θ_264,Θυμαιτάδαι
θ_265,θυμοβόρος
θ_266,θυμολέων
θ_267,θυμόμαντις
θ_268,θυμός
θ_269,θυμόσοφος
θ_270,θυμοφθόρα
θ_271,θύνων
θ_272,θυννάζοντες
θ_273,θυοσκόπος
θ_274,θυοσκόποι
θ_275,θύραζε καὶ θύραθεν καὶ θύρασιν
θ_276,θύραζε Κᾶρες, οὐκ ἔτ’ Ἀνθεστήρια {ἦ}
θ_277,θυραίαν
θ_278,θυραία
θ_279,θυραυλεῖν
θ_280,Θυργωνίδαι
θ_281,θύρετρα
θ_282,θύρσος
θ_283,θύρσοι
θ_284,θύρσον
θ_285,θυσάνοις
θ_286,Θύστιον
θ_287,θύσθλα
θ_288,Θυτεῖον
θ_289,θυτηρίοις
θ_290,θύψαι
θ_291,θύψαντα
θ_292,θυωμάτων
θ_293,θωή
θ_294,θῶμιγξ
θ_295,θωμοί
θ_296,θωμίζει
θ_297,θωπευτικός
θ_298,θωπεία
θ_299,θῶπες
θ_300,θωρακείοις
θ_301,θώραξ
θ_302,θωραχθείς
θ_303,θωρήσσετο
θ_304,θ†ω†ρόντες
θ_305,θωχθείς
θ_306,θῶψαι
θ_307,θώων
ι_1,ἰαίνει
ι_2,ἰαλέμῳ
ι_3,Ἴακχος
ι_4,ἰαμβίζειν
ι_5,ἰαμβύκη
ι_6,ἰαμβῦκαι
ι_7,ἰάνθη
ι_8,Ἰᾶπυξ
ι_9,ἰατήρ
ι_10,ἰαχή
ι_11,ἶβις
ι_12,ἰβύ
ι_13,ἰγνύη
ι_14,ἰδάλιμος
ι_15,Ἰδαρναῖοι
ι_16,ἰδέας
ι_17,ἰδέρως
ι_18,ἰδίαις δαπάναις
ι_19,ἰδιάσαι
ι_20,ἰδίαν
ι_21,ἴδη
ι_22,ἰδίειν
ι_23,ἰδιαίτερον
ι_24,ἰδιόξενος
ι_25,ἰδιόξενος
ι_26,ἰδιοπραγεῖ
ι_27,ἰδιώσασθαι
ι_28,ἰδίων
ι_29,ἰδιώτας
ι_30,ἰδνωθείς
ι_31,Ἰδριεύς
ι_32,ἴδρις
ι_33,ἱδρυμένος
ι_34,ἱδρύσαντο
ι_35,ἵδρυσις
ι_36,ἰδύους
ι_37,ἵει
ι_38,ἱέμενοι
ι_39,ἰέναι
ι_40,ἵενται
ι_41,ἱέντες
ι_42,ἱερᾶσθαι
ι_43,Ἱέραξ
ι_44,ἱερὰ συκῆ
ι_45,ἱερὰ ὁδός
ι_46,ἱερὰ τριήρης
ι_47,ἱεράτω
ι_48,ἱερεῖον
ι_49,ἱερείας ἐνύπνιον
ι_50,ἱέρευσεν
ι_51,ἱερή
ι_52,ἱερομηνία
ι_53,ἱερομηνία
ι_54,ἱερομνήμονες
ι_55,ἱερομνήμονες
ι_56,ἱερομύστης
ι_57,ἱερὸν γάμον
ι_58,ἱερόν τι νεωκορήσας
ι_59,ἱεροποιοί
ι_60,Ἱερώνυμος
ι_61,ἱερώσυνα
ι_62,ἱεροφάντιδες
ι_63,ἱεροφάντης
ι_64,ἱεροφάντης
ι_65,†ἱ†εροφώνων
ι_66,ἱερῷ
ι_67,ἱερῶσθαι
ι_68,ἱέσθην
ι_69,ἵεται
ι_70,ἵζει
ι_71,ἵησιν
ι_72,ἰθαγενής
ι_73,ἰθέως
ι_74,ἴθι
ι_75,ἴθματα
ι_76,†ἴθορος†
ι_77,ἰθὺ καὶ ἰθύς
ι_78,ἴθυμβος
ι_79,ἰθύνει
ι_80,ἰθυντήρ
ι_81,ἴθυσεν
ι_82,ἰθυτενές
ι_83,ἰθύφαλλοι
ι_84,ἰθύφαλλοι
ι_85,ἵκανεν
ι_86,Ἰκαριεύς
ι_87,ἴκελος
ι_88,ἱκέσθην
ι_89,ἱκέτω
ι_90,ἱκετηρία
ι_91,ἱκνοῦμαι
ι_92,ἱκνούμενος
ι_93,ἵκοντο
ι_94,ἴκρια
ι_95,ἴκρια
ι_96,ἵκταρ
ι_97,ἴκτερος
ι_98,ἰλαδόν
ι_99,ἰλαπινάζω
ι_100,ἰλαπίνας
ι_101,ἴλας
ι_102,ἱλασμός
ι_103,ἱλαστήριον
ι_104,ἰλεός
ι_105,ἵλεω
ι_106,ἵλεως
ι_107,ἱλεωτήριον
ι_108,Ἰλιὰς κακῶν
ι_109,ἰλιγγιᾷ
ι_110,ἴλιον
ι_111,Ἰλισ{σ}ός
ι_112,ἴλλειν
ι_113,ἰλλόν
ι_114,ἰλλώπτειν
ι_115,ἰλλώπτει
ι_116,ἰλύς
ι_117,†ἰλυσπῶντες†
ι_118,ἱμᾶνἱμῆν
ι_119,ἱμᾶν
ι_120,ἱμάντας
ι_121,ἱμάντες
ι_122,ἱμάντωσις
ι_123,ἱμαοιδός
ι_124,ἵμασεν
ι_125,ἱμάσ<σ>ω
ι_126,ἱμαῖος
ι_127,Ἴμβριοι
ι_128,ἱμείρω
ι_129,ἱμερόεντα
ι_130,ἵμερος
ι_131,ἱμερτός
ι_132,ἱμονιά
ι_133,ἵνα
ι_134,ἰνᾶσθαι
ι_135,ἰνδάλλεται
ι_136,ἰνδάλματα
ι_137,ἶνες
ι_138,ἴννος
ι_139,Ἰνύκιος οἶνος
ι_140,ἰξαλῆ
ι_141,ἰξία
ι_142,ἰξύν
ι_143,ἰοδόχη
ι_144,ἰόν
ι_145,Ἰόνιον πέλαγος
ι_146,ἰόντες
ι_147,†ἴοντο†
ι_148,ἰού
ι_149,ἴουλος
ι_150,ἴουλος
ι_151,ἴουλος
ι_152,ἰουλίζων
ι_153,ἰοῦσαν
ι_154,ἴπορος
ι_155,ἱππαγρέται
ι_156,ἱππάκη
ι_157,ἱππαλεκτρυών
ι_158,ἵππαρχοι
ι_159,ἵππαρχος
ι_160,ἱππάς
ι_161,ἱππάς
ι_162,Ἵππαρχος
ι_163,ἱππέας εἰς πεδίον προκαλεῖ
ι_164,ἶπες
ι_165,ἰπνός
ι_166,ἰπνός
ι_167,ἱππέρων
ι_168,ἵππειος
ι_169,ἱππήλατον
ι_170,ἱππικαί
ι_171,Ἱπποταμάδαι
ι_172,ἱππόβοτος
ι_173,ἱππόδαμοι
ι_174,Ἱπποδάμου νέμησις ἐν Πειραιεῖ
ι_175,Ἱπποδάμεια
ι_176,ἱπποδασείης
ι_177,ἱπποθορος
ι_178,Ἱπποθοώντειον
ι_179,Ἱπποκλείδην
ι_180,Ἱππόλυτος
ι_181,ἱππομανές
ι_182,Ἱππία Ἀθηνᾶ
ι_183,Ἱπποδάμεια
ι_184,ἱππότης
ι_185,ἵππου τροχός
ι_186,ἱππόπορνε
ι_187,ἰπ{π}ούμενος
ι_188,ἵππουριν
ι_189,ἱπποφορβός
ι_190,ἵπταται
ι_191,ἶρις
ι_192,Ἶρος
ι_193,ἴς
ι_194,ἰσάζῃ
ι_195,ἰσαία
ι_196,ἴσ<σ>α
ι_197,ἴσαι ψῆφοι
ι_198,ἴσαι ψῆφοι
ι_199,ἴσαι ψῆφοι
ι_200,ἴσα βαίνων Πυθοκλεῖ
ι_201,Ἰσαῖος
ι_202,Ἰσακίῳ
ι_203,ἴσαν
ι_204,ἴσσα
ι_205,ἰσηγορεῖ
ι_206,ἴσθι
ι_207,ἴσθμια
ι_208,ἴσθμιον
ι_209,ἰσθμιάζει
ι_210,†ἰσθμός†
ι_211,ἴσκειν
ι_212,ἴσμεν
ι_213,Ἰσμηνίας
ι_214,ἰσοβόλων
ι_215,ἰσοκλεής
ι_216,ἰσόκτιτον
ι_217,ἰσοπαλῆ
ι_218,ἰσόρροπον
ι_219,ἰσοσθενής
ι_220,ἰσοστάσιον
ι_221,ἰσοτελεῖς
ι_222,ἰσοτελής
ι_223,ἰσοτελὴς καὶ ἰσοτέλεια{ι}
ι_224,Ἰσοδαίτης
ι_225,ἰσουργός
ι_226,ἰσοφαρίζειν
ι_227,ἰσοφυᾶ
ι_228,ἴστε
ι_229,Ἱστίαια
ι_230,ἵστη
ι_231,†ἱστιατορία
ι_232,ἱστιατόρια
ι_233,ἱστίον
ι_234,ἱστιοφόρος
ι_235,ἱστοπέδη
ι_236,ἱστορῆσαι
ι_237,ἵστορι
ι_238,†ἵ†στωρ
ι_239,ἱστὸς καὶ κεραία
ι_240,ἰσχάνει
ι_241,Ἴσχανδρος
ι_242,ἴσχε
ι_243,ἴσχεσθαι
ι_244,ἰσχίον
ι_245,ἰσχιάζειν
ι_246,ἰσχνομυθίας
ι_247,ἰσοευρὴς αὐλός
ι_248,ἰσοπαχής
